time,order,start,commit
2021-08-19 19:49,高保湿面霜50ml,comment-star star5,保湿效果：里面含有水杨酸，保湿效果特别好吸收程度：吸收非常好控油效果：控油很好，非常清爽产品质地：清爽不油腻
2021-11-20 12:09,高保湿面霜125ml,comment-star star5,信奈了不错的体验，很好用，老板还送了4个体验装，再也不担心天气干燥了，信奈这个牌子的产品，会一如既往地支持，也让皮肤保持弹性美美哒。
2021-11-14 17:40,高保湿面霜50ml,comment-star star5,保湿效果：保湿效果真的很好，一整天都不会干吸收程度：我用很好吸收控油效果：控油效果显著，没有油腻腻产品质地：很温和不刺激适合肤质：这个应该都可以用吧其他效果：包装很漂亮，包装盒很硬实
2021-11-03 15:12,高保湿面霜125ml,comment-star star5,这款高保湿面霜是给我老婆买的，她说非常好用，她都用了两瓶正装了，这次京东活动，赠品很多，直接入手送给老婆。保湿效果：高保湿，高保湿，非常好。吸收程度：好吸收，老婆说软软的，非常舒服。控油效果：我老婆干皮，反正不油。产品质地：很轻薄，好吸收，很好用。适合肤质：干皮比较适合。
2021-11-04 18:47,金盏花水+高保湿霜,comment-star star5,科颜氏的保湿面霜超级好用，本人春秋时间皮肤一干就会起湿疹，去过医院查过过敏缘，用了各种药都不好用，最后我放弃了，但是在网上一位老师说，脸上湿疹主要是因为干引起的，所以就选这个面霜，一上湿疹都好了！干皮姐妹们入手吧
2021-11-01 22:39,高保湿面霜50ml,comment-star star3,包装很好，保湿效果一般般！
2021-11-12 19:19,高保湿霜50ml限量款,comment-star star5,一直在用茵芙莎的水，瓶子好看，效果特别棒，保湿效果好，在京东选，品质不仅有保障，物流相当快，还有惊喜的赠品，很不错哦，茵芙莎的水乳超级棒
2021-10-06 13:26,高保湿面霜125ml,comment-star star5,好久没买到这么便宜的啦，送了六个小瓶装的赠品，平时出差正好方便带着，很好啊！感觉油性肌肤可能会闷痘吧，我是干性皮肤，用着还好！刚开始用也感觉闷闷的，冬季用应该比较合适
2021-10-09 12:50,高保湿洁面150ml,comment-star star5,用起来真的很舒服，味道很喜欢，这一大瓶可以用很久了，毕竟是有点起泡的，比较省。我想我用完还会买这个，科颜氏也是一直做的挺好，我也同时购买了科颜氏其他的护肤品，整套用起来
2021-11-21 11:41,高保湿面霜125ml,comment-star star5,科颜氏高保湿面霜这款产品，真是我无限回购的一款产品，大瓶小瓶用了好几瓶了，趁着这次双十一活动赶紧入手，价格也比较优惠本人的肤质偏油，油痘肌痘印儿完全没有任何的不适感，特别的舒服，关键是用着也不由很舒服，如果哪天皮肤过敏了，或者是有痘痘了，用了他也是超级的舒服合适，真是大爱？当然啦，京东的物流也要夸一夸今天下单明天到货并且还送货上门给快递小哥一个赞，给京东一个赞
2021-11-18 11:10,高保湿面霜125ml,comment-star star5,科研这款面霜适合秋冬季节用，滋润度很好，涂在脸上挺舒服的，香味也清单，保湿效果好，这次双十一参加活动买的，下次活动多囤点别的。
2021-11-06 21:34,高保湿霜50ml限量款,comment-star star5,包装真的很用心，而且大大小小几个瓶子放进去也是颜值满满还带着点可爱? ??正装的盖子真是特别，有别于一直以来素雅的原始包装。即使是小小的小样中样也都是密封状态，不像有的小样就跟谁用过的一样。用过很多瓶了，冬天保湿真是一绝，大油田用完也不会油腻。
2021-11-06 09:54,高保湿霜50ml限量款,comment-star star5,面霜呈白色，触感细致温润，无香精，不刺激皮肤，容易抹开，易吸收，保湿度高，持久性好。作为干皮，特别是在干燥的冬季，用了这款霜相当滋润，吸收快速，用完皮肤很柔软润泽，一整天都不干。
2021-08-14 08:02,高保湿面霜50ml,comment-star star5,前两天到的货，特意等收到货使用后才评价的，是正品，而且保湿效果很理想，很满意的一次购物体验。
2021-11-10 01:37,高保湿3件套 爽肤水+洁面+面霜,comment-star star5,一直想购买科颜氏，今天终于种草到了，使用了一下，温和不刺激，淡淡的清香，不刺鼻，白泥也特别的好，科颜氏真的是特别好，高保湿霜也特别的不错，
2021-11-07 11:40,高保湿面霜125ml,comment-star star5,这款高保湿效果非常好，之前买的一罐用完了，这次入手的好惊喜，小样罐多，放包里便于携带
2021-10-07 12:40,高保湿面霜50ml,comment-star star5,保湿效果：靠谱，好用，水润吸收程度：好吸收，很轻薄的感觉控油效果：控油效果非常的不错，用完不油腻，很舒服产品质地：质地温和，容易吸收，控油效果好，总之就是好，非常好
2021-11-03 21:32,高保湿霜50ml限量款,comment-star star5,第一次买这款高保湿霜，包装挺好的，瓶子看着挺小的。保湿效果：不错吸收程度：很好吸收控油效果：不油腻产品质地：轻薄适合肤质：我是干皮，用着感觉很滋润。
2021-11-02 09:12,高保湿霜50ml限量款,comment-star star5,双十一的物流速度也很快呢，早上付了尾款，下午就到了，搞活动还有赠品，非常不错，很划算，京东品质保证，正品质量信得过，用起来很好用，质地很细腻，摸在脸上有厚重感，但是轻揉一会很快就会吸收，保湿效果非常好，没有任何的刺激和不适的感觉，早上起来脸很光滑，非常的好用。
2021-09-14 20:22,高保湿面霜125ml,comment-star star5,科颜氏高保湿面霜 补水一绝??保湿力度也很可，就像给皮肤加了保护层一样?时刻锁水！像换季皮肤容易泛红血丝，睡前抹上，它能安抚我们受损敏感的肌肤，第2?天脸蛋软软滑滑，不再泛红啦??补水/换季首选它
2021-11-09 20:22,高保湿面霜125ml,comment-star star5,冬天一直用这款产品，保湿霜对干皮服特别好，产品保湿有没有异味，像一只美丽的双手，保护着我的皮肤，一直直的信赖，优惠力度双十一不大，好需要努力加强学习
2021-11-12 21:31,高保湿霜50ml限量款,comment-star star5,久闻大名，第一次买，双11还有赠品，挺划算的。已经用起来了，没有什么香味，很合我心意。很滋润，但是不油腻，吸收很好，在干燥的地方用刚刚好。
2021-11-06 13:37,高保湿2件套 爽肤水+面霜,comment-star star3,物流的速度比原定时间慢一天，质量效果后续追评。
2021-10-13 19:56,高保湿面霜50ml,comment-star star5,本人油皮，用什么乳液都油，自从用了科颜氏的高保湿霜蓝瓶后，终于找到了适合本油皮的霜，本来买了蓝瓶的礼盒款，送了券又进了一套白瓶，囤上冬天用，礼盒很喜欢，还送了水和小瓶装的，不错不错保湿效果：好吸收程度：好控油效果：巨好适合肤质：油皮
2021-11-13 15:23,高保湿霜50ml限量款,comment-star star5,科颜氏的这个高保湿霜，我个人非常推荐，因为他怎么说呢，就非常好用，我的皮肤属于干燥易起壳的那种。茶楼科研似的保湿霜之后，脸也不干了，也不起壳了。而且他还送了三个小样，因为有一瓶小样我用完了，所以只拍了两个，非常划算。
2021-11-11 13:41,高保湿2件套 爽肤水+面霜,comment-star star5,产品包装：简单 低调吸收效果：非常好 非常容易吸收保湿程度：整天下来皮肤也是水嫩的适合肤质：我是大干皮 非常适合我
2021-11-03 13:49,高保湿面霜50ml,comment-star star5,一波三折赠品和商品，终于同时到了，感谢京东的小姐姐，小哥哥们还是给力的！保湿效果：保湿效果还是不错的涂上去很滋润！吸收程度：吸收也特别快，估计是天气比较冷的原因吧！产品质地：质地不是很厚，还是蛮轻薄的，蛮适合我的皮肤的
2021-09-24 14:29,高保湿面霜125ml,comment-star star5,秋冬交替是皮肤的敏感季节。科颜氏高保湿面霜，主打保湿锁水，修护屏障。软绵轻盈的冰淇淋质地，早晚取，吸收后肌肤柔润保湿，没有丝毫粘腻厚重感，很适合干皮。
2021-11-04 15:22,高保湿面霜125ml,comment-star star5,一直回购的面霜，保湿效果很好，冬天用了皮肤也不干燥，都不需要用爽肤水的依然水水润润的，超级喜欢(((*°▽°*)八(*°▽°*)))?
2021-11-11 11:36,高保湿面霜125ml,comment-star star5,我觉得科颜氏高保湿面霜，真的好用，我是干皮轻敏，之前用过别的起疙瘩，还干，用了这个是真保湿，而且不油腻，好推开，还不过敏！！我还推荐我朋友用！第一个是之前用的已经空了！第二张图是这次买赠的小样！
2021-11-05 20:02,高保湿面霜125ml,comment-star star5,科颜氏这款面霜是爆款，很多人都用这个，这款面霜首先吸收很好很容易涂抹均匀，很滑吸收很快不油腻，抹在脸上很舒服很滋润清爽，保湿效果不错很满意！
2021-10-15 09:14,高保湿面霜50ml,comment-star star5,保湿效果：我上班感觉很合适吸收程度：很舒适不粘腻好吸收控油效果：比较清爽，适合上班产品质地：不薄也不厚，很适中，像是肯德基的冰淇淋适合肤质：我自己是偏干的皮肤，还是很好用的
2021-11-14 17:55,高保湿面霜125ml,comment-star star5,保湿效果：每年秋冬都必备的面霜，干燥天气的救星。吸收程度：超好吸收也不搓泥，后续上妆也没压力。控油效果：虽然很保湿很滋润，但是一点也不油腻，很清爽，痘肌也不会闷痘。
2021-11-03 19:47,高保湿霜50ml限量款,comment-star star5,我皮肤干的情况较少，所以我每次买都是买50ml的，整个冬季全家都够用了。这款面霜说实话，真的很适合干皮、混油、敏感肌。主要成分：角鲨烷（可以强韧，修护皮肤屏障。例如，皮肤因为屏障受损出现泛红，干燥，紧绷的情况，它可以有效修复受损肌肤，强韧肌肤屏障）如果你是干皮，长效滋润保湿皮肤，简直不要太好用！它的质感是属于冰淇淋质感的样子，每次用量大约珍珠大小的量，不能贪多，不然我感觉会有一点油腻感。特别容易推开的质感，滋润保湿效果真的非常强大。冬天脸颊特别容易干燥起皮，另外手也特别容易干，坚持涂抹3-5天，干燥脱皮的情况就能轻松KO。涂抹完以后，爆皮的情况里面得到解决，坚持使用几天维稳效果是相当的优秀！我冬天属于T区油腻，但是脸颊感，所以我一般都是涂抹脸颊。用量1颗珍珠大小~另外，如果有姐妹觉得面霜用起来油腻的话，我建议你可以乳化后使用会轻薄许多。至于乳化步骤：取珍珠大小的用量放在温暖的掌心，另外一只手用指腹打圈圈按摩到乳白色被稀疏成浅色就可以了，然后均匀蘸取涂抹到脸上就可以了~
2021-11-12 22:32,高保湿面霜50ml,comment-star star5,朋友介绍这个牌子的保湿效果：很好吸收程度：很快吸收了 本**肤偏油控油效果：很好 不油腻产品质地：很容易推开 不搓泥
2021-09-08 12:23,高保湿面霜50ml,comment-star star5,6年科颜氏会员，常年回购牛油果眼霜，高保霜，对敏感肌非常友好。金盏花系列也不错，特别是金盏花洁面啫喱，比较温和又洗的干净。
2021-11-17 21:15,高保湿3件套 爽肤水+洁面+面霜,comment-star star5,中间有点小插曲，但京东客服售后非常给力，很迅速高效的解决了问题，给客服售后点赞，京东售后一如既往的值得信赖。商品是正品，很好，家里人鉴定一如既往的好用保湿程度：效果很好适合肤质：相对中性的肤质产品包装：很精致很用心，不像免税店
2021-11-03 16:41,高保湿洁面啫喱150ml,comment-star star5,保湿效果很好，质地很细腻。 个人会在春天，秋天冬天用这款产品。 产品质感：细腻润滑。 适合肤质：感觉干性皮肤和敏感性皮肤都非常好用起来。 产品香味：清香柔美的感觉。 使用效果：细腻不油腻。 补水效果：很滋润而不油腻。
2021-11-06 23:02,高保湿面霜125ml,comment-star star5,这款保湿霜保湿效果特别好，已经用了很长时间，但在京东购买还是第一次，总体感觉还是蛮好的。首先拿到的是红红的京东美妆专用包装盒，很漂亮，这次的活动力度也不错，同样的保湿霜多赠了不少，而且从瓶子外观看和以前用的基本一致，京东购物可以放心。
2021-11-13 21:15,高保湿面霜125ml,comment-star star5,这款高保湿面霜保湿效果好，吸收好，气味不大，质地柔软，适合干性皮肤。平常买三百多一元一瓶，双11优惠力度大，送了好多小样，还有化妆包，购物袋，订做了精美的双11礼盒，真是有心意的商家！棒棒哒！
2021-11-09 17:25,高保湿面霜50ml,comment-star star5,保湿效果：真的特别的保湿，而且不油腻吸收程度：上脸很快的就被吸收了控油效果：很不错产品质地：非常的细腻适合肤质：所有人的肤质都可以使用的
2021-10-23 02:05,【预售】高保湿爽肤水250ml,comment-star star5,产品质感：有点黏稠，但是不油腻适合肤质：任何肤质，我的是混油皮使用效果：用来湿敷，平时护肤都是很不错的选择补水效果：用完早上起来脸都是水润润的产品香味：没有味道，很温和的，推荐
2021-11-09 21:17,高保湿面霜125ml,comment-star star5,收到货了。保湿效果确实很好，第二天起来气度摸着跟舒服，细软，双十一还有好多赠品
2021-11-04 11:03,高保湿面霜125ml,comment-star star3,超级讨厌这种买正装送小样然后抬价的方式
2021-11-02 16:54,高保湿爽肤水250ml,comment-star star5,从舍友那里用到的产品，用了2 3次直接爱住，出来的感觉有点像稀释的乳液，涂开直接化水，保湿很顶，吸收之后就会有存在感，但是一点都不会油，味道很自然，没有什么香精的味道。用了这个精华水之后+一个保湿乳液，混油皮冬天足够了，北方另说哈哈哈
2021-08-17 19:02,高保湿面霜125ml,comment-star star5,一直用的这个面霜，保湿补水效果非常好?，白天用晚上用，所以量比较大，这是第一次在京东上买，希望是正品，还有些没用完，所以没开，开了用过追评
2021-08-21 11:07,高保湿面霜50ml,comment-star star5,作为一个干敏皮用了这么多面霜，还是科颜氏高保湿面霜的效果更惊艳，它的修复和滋润度实在太好了，有效地锁水保湿增强皮肤屏障，我抹完了皮肤润润的一点也不腻，我现在早晚都在用吸收的特别快，吸收完的皮肤摸起来非常软，像喝饱了的水一样，第二天皮肤也会稳定很多，在北方地区一年四季都在用。
2021-11-02 13:46,高保湿面霜125ml,comment-star star5,有一股淡淡的清香味，质地很细腻，用起来很舒服，满意
2021-11-02 13:22,高保湿面霜125ml,comment-star star5,多次回购了，这个高保湿的面霜是科颜氏的最好用的产品，一年四季都能用的，滋润又不油腻，敏感肌肤屏障，过敏季节也很好地给皮肤筑起屏障，包装很环保，没有过度。吸收非常迅速，早上涂了一整天都可以滋润控油。小样送了六个14ml的，出差什么的带着很方便了。
2021-11-12 14:16,高保湿面霜125ml,comment-star star5,保湿效果：特别好吸收程度：好吸收产品质地：湿润控油效果：不油腻
2021-07-15 17:06,高保湿面霜50ml,comment-star star5,真的很有用，特别舒服，吸收特别快，我这种大油脸，加上长痘痘，也非常适用，涂了之后很保湿，不油腻，夏天必备。日本产的，确实正品和柜台一样。包装很好，但是送了我一个箱子不知道干啥用……
2021-11-10 17:13,高保湿面霜125ml,comment-star star5,不得不说科颜氏高保湿面霜确实好用保湿效果：保湿效果很好，秋冬季节很适合吸收程度：吸收也很好，很快就被脸吸收了产品质地：产品真的不错，没有香味，证明没有添加香精
2021-11-06 10:15,高保湿面霜125ml,comment-star star5,保湿效果：保湿性很好，不油腻，抹起来舒服吸收程度：拍一拍很容易吸收控油效果：用起来一点不油腻，控油效果很好产品质地：看起来晶莹剔透，白白的，很喜欢适合肤质：干性偏油性皮肤，用着不错
2021-11-08 10:33,高保湿爽肤水250ml,comment-star star5,这款科颜氏的爽肤水是一款性价比很高的产品，使用起来保湿补水的效果非常好，而且价格也非常的实惠，一瓶含量也很多，可以用很久，下次继续支持。
2021-08-18 16:35,精华爽肤水250ml+面霜50ml,comment-star star5,吸收效果：非常好保湿程度：刚刚的是正品，这款产品非常不错，用过之后，效果也很明显，总之，就是非常好用
2021-10-24 12:52,【现货】高保湿面霜50ml,comment-star star5,科颜氏金盏花爽肤水一直用，这款面霜还是第一次买！看了送的小样特别多买来试试！也算没有失望！和爽肤水一样对混油皮适合！够滋润！味道也好闻，淡淡的！京东物流是真不错！包装也好！会一直关注
2021-11-18 08:17,高保湿面霜50ml,comment-star star5,非常喜欢 很好用 吸收快 保湿效果很好 控油能力佳 我本身皮肤爱出油 这个面霜第一次使用 太棒啦产品质地：很赞 适合各种肤质
2021-11-06 08:27,高保湿霜50ml限量款,comment-star star5,保湿效果：没用过，给媳妇买的，哈哈吸收程度：我也不知道，?控油效果：控油非常不错的，买就是了产品质地：不清楚哦，哈哈哈适合肤质：都合适吧，不清楚?其他效果：其他效果比较费钱，哈哈哈
2021-11-26 19:11,高保湿爽肤水250ml,comment-star star5,一直用这款爽肤水，主打成分是杏仁油、牛油果油和角鲨浣，感觉里面的成分保湿效果都很好，轻轻拍打就能被肌肤所吸收，有一定的亲肤性，而且没有黏腻感！适合肤质：干性皮肤产品质感：粘稠使用效果：不错
2021-11-06 09:04,高保湿面霜50ml,comment-star star5,之前一直听别人推荐，看着有活动就入手了，还不错。保湿效果很好，而且特别适合敏感皮肤心吸收的很好，不油腻，清爽力- -级棒國里面含有水杨酸，保湿效果特别好产品质地很细腻，轻松涂抹上脸更光滑，爱啦爱啦吸收的特别快，吸收完的皮肤摸起来非常软，像喝饱了的水一样当
2021-11-19 16:58,高保湿面霜50ml,comment-star star5,第一次使用！之前从没用过科颜氏，最近一段时间皮肤过敏，用之前的护肤品脸上也很刺痛……后来买了他们来的试用品……用了两天……面霜确实很保湿，后来果断买了50ml想着试试……用了有半个月过来评论的，真的保湿补水好，脸上也不会刺痛……就搭配理肤泉的爽肤水用，就很好了……真的赞
2021-09-26 16:46,高保湿面霜125ml,comment-star star5,保湿效果：保湿效果很好，抹上很舒服，之前用过一次，现在赶上活动了所以就买了一个，赠品也还挺多吸收程度：吸收挺好的，很湿润，我自己春秋冬使用控油效果：我是干性皮肤，不需要控油，没啥感觉
2021-11-23 21:53,高保湿面霜125ml,comment-star star5,价格还可以接受，赠品多多，而且日期还有好长时间才会过期，不怕用不完，送的化妆包，小小的，很个性的图案，喜欢！保湿效果也是我喜欢的，因为本身也在使用的面霜就是这款！
2021-11-05 10:16,高保湿面霜50ml,comment-star star5,京东物流真的很赞很赞很赞很赞保湿效果：保湿效果没得说，第一名！！吸收程度：很好吸收！！控油效果：如果油皮不推荐，感觉不适合，大干皮太太太适合了产品质地：很温和
2021-11-12 15:58,高保湿霜50ml限量款,comment-star star5,很顺滑，不油腻，高效保湿，乳化后吸收到位，我的皮质是干敏皮，大干皮，晚上睡觉前厚厚的敷上一层，第二天早上根本不想洗脸，赠品还比较多，很划算
2021-11-03 15:06,高保湿面霜125ml,comment-star star5,这款科颜氏（Kiehl's）高保湿面霜真的很好用，角鲨烷滋养保湿补水乳液缓解干燥紧绷泛红面部修复男女通用，科颜氏高保湿面霜 补水一绝??保湿力度也很可，就像给皮肤加了保护层一样?时刻锁水！像换季皮肤容易泛红血丝，睡前抹上，它能安抚我们受损敏感的肌肤，第2?天脸蛋软软滑滑，不再泛红啦??补水/换季首选它，好吸收，很轻薄的感觉控油效果：控油效果非常的不错，用完不油腻，很舒服产品质地：质地温和，容易吸收，控油效果好，总之就是好，非常好，秋冬交替是皮肤的敏感季节。科颜氏高保湿面霜，主打保湿锁水，修护屏障。软绵轻盈的冰淇淋质地，早晚取，吸收后肌肤柔润保湿，没有丝毫粘腻厚重感，
2021-11-04 15:42,高保湿面霜125ml,comment-star star5,自己混干皮，到了秋冬季就特别干，科颜氏的保湿霜特别好用，老公干皮来着也跟着一起用，效果特别好，一个冬天基本保湿效果就到位了，相信京东自营产品。小样也许多。
2021-10-10 15:31,高保湿面霜125ml,comment-star star5,本人干皮，角质层薄，锁水能力差。用了科颜氏高保湿霜之后皮肤润润的，很舒服。脸上再也没有刺刺的，痛痛的感觉了。科颜氏高保湿霜，爱了爱了
2021-11-01 10:28,【预售】高保湿面霜125ml,comment-star star5,价格合适 关键还有赠品 很满意 可以囤一些 冬天脸蛋儿比较干 用着这个比较舒服 保湿效果不错 很满意 面霜没有什么味道
2021-11-14 17:04,高保湿面霜50ml,comment-star star5,干皮肤干过敏，而且很滋润，适合冬天使用，保湿修复效果非常明显，容易吸收，没有厚重油腻感，量也不用特别多，皮肤都不会干燥粗糙了
2021-08-15 19:18,高保湿爽肤水250ml,comment-star star5,多次购买科颜氏高保湿精华爽肤水，保湿效果很好，质地很细腻。个人会在春天，秋天冬天用这款产品。产品质感：细腻润滑。适合肤质：感觉干性皮肤和敏感性皮肤都非常好用起来。产品香味：清香柔美的感觉。使用效果：细腻不油腻。补水效果：很滋润而不油腻。
2021-11-05 20:23,高保湿面霜125ml,comment-star star5,可以说是家中必备了，保湿效果很好，125毫升的大罐，应该能撑过这个冬天了，这次送的这个袋子太可爱了，小样也送了好几个，够用一段时间了。
2021-11-03 21:39,高保湿霜50ml限量款,comment-star star5,冬天都用它来保护皮肤，保湿效果很好，抹在脸上，手上很容易吸收。除了贵点，没有毛病。双十一做活动还是应该买的，因为这个不过敏。
2021-11-09 21:25,高保湿面霜125ml,comment-star star5,收到快递了，京东自营店购买就是愉快。京东物流速度非凡呀，给点个赞。保湿效果：保湿效果很不错，适合冬天干燥皮肤的宝宝使用。吸收程度：很好推开，很好吸收。控油效果：控油效果也是杠杠的。科颜氏高保湿面霜真的很不错，好用。用过的宝宝都会爱上它的。这次购买还送了很多赠品哟！
2021-11-10 20:34,高保湿2件套 爽肤水+面霜,comment-star star5,第一次在京东买护肤品，这次物流慢了，好多天才收到，感谢小哥送货上门，赠品很多，一样不少，满意。
2021-11-17 11:14,高保湿面霜50ml,comment-star star5,保湿效果：很不错，我是中性混干，男票偏油，前段时间很干，用了以后脸上不会起皮吸收程度：蛮好的，不会油腻控油效果：挺好，不会出油滋润效果也不错产品质地：霜装的，我之前用过，京东双十一比较划算，冬天囤货
2021-11-06 19:31,高保湿洁面啫喱150ml,comment-star star5,还没有试，第一次买科颜氏，不知道效果咋样，物流很快，点赞，包装也很结实，送的小样也很多，期待使用后的效果，效果好的话再回购。
2021-10-27 14:10,【现货】高保湿面霜50ml,comment-star star5,很滋润 还送了一大一小两个小样 滋润保湿 秋冬天用非常合适 小的出差旅行也很方便 没有什么特别的气味 不油腻 是值得回购的产品
2021-10-03 21:16,高保湿面霜125ml,comment-star star5,湿面霜里面含有水杨酸，消除痘痘效果不错；保湿效果特别好，吸收非常好，控油效果不错，清爽不油腻。秋冬交替是皮肤的敏感季节，科颜氏高保湿面霜，主打保湿锁水，修护屏障。软绵轻盈的冰淇淋质地，早晚取，吸收后肌肤柔润保湿，没有丝毫粘腻厚重感，很适合干性皮肤。
2021-11-01 12:35,【现货】高保湿面霜50ml,comment-star star5,因为是干敏皮，对保湿霜的要求比较高，朋友推荐了这款科颜氏高保湿霜，用过之后果然有效，涂完感觉脸上的皮肤是润润滑滑的，第二天起来脸也不干。搞活动还送了两个小样，特别的划算。会再回购！
2021-11-02 20:28,高保湿面霜50ml,comment-star star5,科颜氏的高保湿冬天用，太保湿了，而且很温和，我的皮肤很敏感，现在需要水乳，然后再涂一层高保湿，一天也不会干
2021-11-18 18:58,金盏花水+高保湿霜,comment-star star5,水和面霜都有了，一次性打包购买省事儿。面霜没有香味，但是涂开来还是比较保湿的，皮肤敏感也没有任何过敏反应，完美。金盏水也很清爽，配套使用就是黄金搭档
2021-11-02 13:07,高保湿面霜125ml,comment-star star5,科颜氏高保湿霜是我秋冬季必备单品，滋润度强，安全性高，用了很多年了。这次趁着双十一补货，店家和平台做活动，性价比超值。一款125毫升大白罐，赠了六个14毫升的小包装，相当于84毫升的产品，太合适了，除此之外还有一款洁面乳和一个漂亮的打理袋。小包装出差时用正合适，棒棒哒???。
2021-10-24 15:02,【现货】高保湿面霜50ml,comment-star star5,秋天了 洗完澡特别干燥 脸上紧绷 很不舒服…身边大家都在推荐科颜氏的高保湿的面霜 下手买了一瓶50ml的 有淡淡的味道 涂上去很滋润舒服！推荐！
2021-11-13 12:17,高保湿霜50ml限量款,comment-star star5,包装很精美，就是盒子大里面小。盖子上的图案很好看，送了三个小样，广东的冬天瞬间干燥，只有用高保湿还好点，每年到了这个季节都会买来用，能让脸没那么干。涂上去润润的很不错
