time,order,start,commit
2021-07-18 21:42,【补充装】保湿洁颜泡沫130ml,comment-star star5,我的脸属于角质层比较薄的那种，所以要选择比较温和的洗面奶，之前在小红书上看到有人推荐这款洗面奶，用了一次就一直回购，温和不刺激，泡沫很绵密，清洗很彻底，性价比很高的产品，强烈推荐
2020-04-07 17:51,保湿乳液（明星产品）,comment-star star5,保湿效果：用了几天，基本上都是早晚洁面之后涂，保湿效果涂完不回紧绷，不粘腻，湿润度可以接受吸收程度：涂完差不多半小时吧脸上明显没有水分，挺快的，最主要的是不粘腻控油效果：我属于轻油皮，不大看得出来，这个因人而异了产品质地：盒子上中文贴纸标注日本，具体的得问商家了适合肤质：我是敏感皮肤，每到换季容易起小红疹，不能用有酒精的，特别刺痛，这款水乳很好用！推荐！一直用珂润的洁面泡沫，洗脸很舒服，一点也不难受，可以睁着眼睛洗的泡沫其他效果：送货很快！活动也给力！必备单品！
2021-06-24 12:49,【爆款套装】保湿化妆水+乳液,comment-star star5,正品，，好用，效果很好，，物流很快，特别是用兰蔻小黑瓶过敏的，用这个非常好，我是干皮敏感肌肤，非常快的修复敏感机制，爆赞！！
2021-09-05 10:34,【人气爆款】保湿滋养乳霜 40g,comment-star star5,超级无敌好用哦，这个面霜一点也不油腻，很清爽，吸收能力很强，也很温和，非常适合敏感肌的小伙伴，补水效果一级棒，推荐推荐推荐
2021-10-02 15:45,【爆款套装】保湿化妆水+乳液,comment-star star5,收到了，已经使用两天了，从第一次不经意用了这款水乳后，就爱上了，很温和不刺激，脸上有痘痘用了也不会有刺痛感，很好用，而且已经买了这款的洗面奶，这款的洗面奶也很温和，以后就这款了
2020-12-14 23:19,洁面泡沫,comment-star star5,这次讲讲我的使用心得??先讲好哦～不是每个人用的跟我一样，勿喷！?洗面奶挤出来的都是泡沫状的，一般一次是挤出两泵使用。压出来的泡沫细腻，因为不用起泡网就能打出温和的泡沫，所以使用感中等偏上。?清洁力不错，也几乎没有味道，洗后脸很舒服也没有假滑感。同时也很温和，敏感皮一般不会=出现非常紧绷和不舒服的现象。用作日常洁面非常不错，成年干燥敏感肌最为适合使用。另外健康皮肤(干性、中性、混合干性、混合油性)都可使用我专门查了一下??月桂酰天冬氨酸钠，月桂酰胺丙基甜菜碱，椰油酰谷氨酸钠 定性成分，氨基酸类表面活性剂。所以这个是一款温和的氨基酸类洗面奶（安心度中等偏上）有人会问贵不贵？其实性价比还是好的。直接灌入瓶子用就更划算了???基本什么肤质都能用
2021-08-02 20:39,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,这个是朋友推荐的洗面奶，特意用过才来评价非常好用，用量大小自己控制力量的大小可以掌握，泡沫细腻，洗脸干净但不干燥，用完后清洗也方便，会回购
2018-06-09 16:03,滋养面霜（明星产品）,comment-star star3,不知道是不是正品，希望是
2020-08-21 21:00,洁面泡沫,comment-star star5,看到京东有活动，特意买了很大瓶，用后感觉很舒服，洗面奶是泡沫云朵型，泡沫细腻丰富，用后皮肤不紧绷，也不出油，很温和，适合干性皮肤的人，非常不错，清洁效果也不错，一瓶也很耐用，用完会继续回购，京东物流速度快好评，很满意
2021-06-30 16:26,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,很温和，泡沫很细腻，用时也不刺激，感觉挺好的。香味淡淡的。因为是孕期，寻找适合的孕期护肤品之时发现了这个宝贝品牌，从此爱上了。店家还送了一个考拉睡睡裤，不知道有什么用，但是也表示很是感谢。京东物流又快又好，都很满意。
2021-09-01 20:49,【人气爆款】保湿柔和乳液120ml,comment-star star5,保湿效果：质地非常轻薄，如果很干燥可以多涂吸收程度：吸收非常好，不刺激适合肤质：干皮觉得还不错，性价比也适中控油效果：涂抹后不粘腻，不容易搓皮产品质地：普通的乳液质地
2021-07-30 18:38,【精选好物】卸妆啫喱130g,comment-star star5,产品质感：清透水润，细腻清爽适合肤质：适合平日淡妆卸妆，完全够用，一般的隔离和防晒都可以卸的很干净，卸完也不紧绷，不油腻，洁净效果：还是不错的～卸妆力度：目前来看还是不错的
2021-09-06 21:24,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,敏感肌的福音，真的超级超级好用。细腻的泡沫敷在脸上，十分的顺滑。相对于敏感肌来说。比其他的更温和一些。没有任何刺激。用过后仿佛变白了呢。
2020-03-10 13:04,滋养面霜（明星产品）,comment-star star5,保湿效果：很不错，搽好后脸上很舒服。不干不油腻！吸收程度：这款我觉得是吸收很不错的，称着脸上还没干透就涂。如果脸上干了就很难抹匀。控油效果：控油是最好的，搽完以后几个小时后脸上没油光！产品质地：乳白色很细腻的，闻着很舒服。适合肤质：适合干性皮肤其他效果：总之是款非常不错的护肤品。
2021-11-02 10:55,【人气爆款】保湿滋养乳霜 40g,comment-star star5,珂润乳霜在日常使用中特别有效的保湿滋养、效果特明显、并且用着很放心不会皮肤过敏、不会痒、挺好的?保湿效果：特别棒吸收程度：非常强大控油效果：特别明显产品质地：很柔顺很好??
2021-11-22 19:24,【人气爆款】保湿柔和乳液120ml,comment-star star5,保湿效果：我是敏感肌并且油性皮肤，珂润洗面奶，乳液一直是我的最爱吸收程度：不能说百分之百吧，但是也有百分之八十了。控油效果：珂润控油一直做的不错。用了很多年了
2021-11-13 15:16,【人气爆款】保湿滋养乳霜 40g,comment-star star5,第一次买这款补水面霜，因为最近天气干燥，皮肤也严重缺水了，特地挑选了这款补水面霜，用了，感觉很不错呢，保湿效果非常好，也很容易被吸收，控油也不错，关键面霜很温和，对皮肤一点也没有刺痛感，等用完还会回购哦
2021-10-27 07:03,【爆款套装】保湿化妆水+乳液,comment-star star5,京东快递，配送的太快了，简直当天买当天送到，而且京东自营的有质量保证，非常放心，比去店里便宜多了，真心推荐大家购买，反正我还会再来的，东西好用，物美廉价
2021-06-29 20:13,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,这是一款花王出品的泡沫洗面奶，使用起来感觉不错，泡沫特别特别的细腻柔软，一点儿都不刺激，也没有发生过敏的情况，本人使用效果很好。
2020-01-03 19:43,洁面泡沫（热卖产品）,comment-star star5,我是敏感干皮肌肤，之前一直都在用珂润的面霜，最近皮肤一直不好，所以就也选择了珂润的洗面奶，用这个洗面奶洗净2个月了，没有出现任何过敏的状况，而且用起来不刺激皮肤，而且还是氨基酸的，用起来非常不错，最重要的温和，有干皮敏感肌肤的朋友强烈推荐这一款
2020-07-22 10:10,滋养面霜（明星产品）,comment-star star5,非常棒的珂润保湿滋养面霜，乳白色乳霜质地，延展性很好，易涂抹，吸收非常快，涂好肌肤干爽没有黏腻感，水油平衡效果非常好，我是油皮，早上用好，下午皮肤也不会很油，适合秋冬季节使用，这次618活动力度非常大，又买了2瓶，已经回购4次了，价格实惠性价比超高，物流方便快捷。
2020-01-10 23:07,滋养面霜（明星产品）,comment-star star5,珂润的明星产品了吧，果然名不虚传，真的超级好用，重点是价格很平民，适合学生党，强烈推荐，保湿而不粘腻，一点也不粘，非常舒服！适合冬天用，爱美的宝宝们快入手吧，真的很划算，李嘉琪也有这个面霜，平价面霜里的战斗机！
2021-11-19 20:59,【人气爆款】保湿滋养乳霜 40g,comment-star star5,自从种草了这款珂润面霜，基本停不下来，只要有优惠，必定屯上两瓶，保湿效果很好，擦完以后吸收也很快，控油效果尤其明显，产品质地细腻水润，抹在脸上光滑锁水，无香精之类的化学添加，比较天然无污染了，用完也不过敏，适合大部分肤质，双十一还有赠品，一级棒
2021-10-31 19:40,【爆款套装】保湿化妆水+面霜,comment-star star5,挺好用的，生产日期在外包装上，没写在瓶子上面，注意包装扔了就没有了。涂在脸上感觉很清爽舒服，敏感肌也不会担心（看个人，我没有问题）
2021-11-13 15:20,【人气爆款】保湿滋养乳霜 40g,comment-star star5,在使用前我做了功课成分了解，珂润保湿面霜不添加色素、香精、酒精、等成分，乳霜质地，滋润保湿，即使对角质层薄的皮肤也不会刺激，干燥肌，敏感肌，痘痘肌都适用哦~拯救皮肤敏感、缺水、脆弱的宝宝们!面霜奶油质地，水分很足，很好抹开，上脸就能被吸收，清清爽爽的。主要是上脸特清薄，涂抹后-一点也不. 粘腻~ .主打敏感肌也可使用，万年红血丝肌肤涂抹上去一点也不会刺激，很温和，毫无感觉，只会觉得特别润，-天下来，脸上的水油平衡会非常好，妆容也很自然，所谓保湿做好万事足不无道理~成分温和安全，含有甘油、角鲨烷、蓝桉叶，高效滋润保湿不刺激，另外添加神经酰胺功能成分，修护肌肤屏障功能，防止干燥起皮的现象~珂润面霜不管在价位还是使用感受上，个人觉得都是以高性价比来评价吧，夏季也适合油性混合型肌肤补水保湿叭。
2021-08-08 14:16,【人气爆款】保湿滋养乳霜 40g,comment-star star5,怀孕后看了好多攻略，说珂润面霜很适合，果断下手买了一瓶面霜和洗面奶，还是很好用的，没有什么味道，很好推开，很滋润呢，后面也会继续回购呢
2021-04-02 22:55,滋养面霜（明星产品）,comment-star star5,适合肤质：皮肤处于受损状态 用这个很适合 修复皮肤屏障 敏感肌专用保湿效果：质地细腻 保湿效果很好吸收程度：好吸收 而且不油腻 外油中干都很合适现在有两件八折的活动 很划算
2020-03-29 11:35,滋养面霜（明星产品）,comment-star star5,保湿效果：特别好吸收程度：可控油效果：还行 干皮没感觉其他效果：保湿效果一级棒 上妆之前用了 粉底特别服帖 一点都不起皮浮粉产品质地：润润的适合肤质：都可以
2018-02-02 14:14,保湿乳液（明星产品）,comment-star star3,包装不好都压扁了，保湿还可以
2021-08-08 22:48,【人气爆款】保湿滋养乳霜 40g,comment-star star5,京东当天就收到啦。特别好用，之前脸特别容易过敏，干燥或者特殊天气会有疼痛感，自从用了这款面霜之后，有了明显的缓解，霜质特别细腻，保湿效果特别好，已经空瓶有入了两瓶，总之特别满意。
2021-08-25 17:03,【店铺爆款】清爽型化妆水I,comment-star star5,用这个珂润的护肤品已经一年多了，很平价而且好用的护肤品，我的脸部T区有点油，没想到用一号的水乳真的很好，很清爽不油腻，很好吸收，适合自己的就最好
2021-08-23 09:37,【人气爆款】保湿柔和乳液120ml,comment-star star5,保湿效果：真的非常好，一直买的这款乳，之前试的别的品牌太干燥了，这款在脸上后不干，不紧绷。控油效果：不油，好吸收，不会有油油的感觉。适合肤质：都可以用吧，我是偏油性皮肤，涂在脸上也不油。京东快递确实快，第二天就到了。
2020-03-25 23:45,保湿乳液（明星产品）,comment-star star5,物流配送非常效率，价格实惠美丽，其他地方还买不到这个玩意，看很多达人都种草这款！任何肤质都可以适用，保湿效果不错长效保湿效果优秀的很，质地还不错很容易推开，吸收效果不错，清爽不油腻！便宜大碗好用！非常值得购买
2021-10-31 15:45,【人气爆款】保湿滋养乳霜 40g,comment-star star5,好用，很温和，价格实惠，味道很淡（基本没有味道）一点不刺激，不油腻，易推抹，双十一之前买的，现在双十一打算再回购~真的很好用！
2019-12-07 12:49,化妆水2号,comment-star star5,今年脸过敏了，长了一脸痘痘，然后就把之前的护肤品都扔了，改成了珂润这个药妆，用了发现不会过敏，用着挺好的，然后现在这是买的第2套水乳都很滋润，然后秋冬的话一定要加上那个霜用，晚上要涂上霜才够保湿，不会捂痘痘，特别好。京东自营，送货特别快，第2天就到推荐会继续回购的。
2021-06-19 07:09,【补充装】保湿洁颜泡沫130ml,comment-star star5,网上多次购买，性价比超级够，物流迅速，包装精美，京东速度一流，618大促销。泡沫丰富，细腻，干爽不紧绷，保湿效果良好，365天，天天好心情。
2019-12-08 13:49,滋养面霜（明星产品）,comment-star star5,这款是针对干燥敏感肌肤所研发的产品，添加了神经酰胺功能成分、蓝胺叶提取物等。本人肤质：混合皮肤，冬季两颊有些许红血丝，稍偏干。拿到商品打开后是淡淡的味道，几乎没有什么味道。白色奶油状质地，涂抹后感觉比较轻薄，很容易推开，吸收的也非常快，没有感觉到油腻。一般晚上使用，保湿效果OK，也没有闷痘的情况哦。这个冬天保湿就靠它啦，强烈推荐，会回购哦！
2020-11-09 20:44,2号水（保湿）,comment-star star5,补水效果：补水效果挺好的，早晨洗了脸感觉可以保湿很长时间，用了脸上也不油腻，我是混合型肌肤，我觉着这个适合秋冬干燥的季节用！买的时候买了一套，感觉搭配起来效果好一点产品香味：产品没有香味，淡淡的药味，不刺鼻，觉着用起来很放心，最起码没有香精。
2021-11-17 18:29,【补充装】保湿洁颜泡沫130ml,comment-star star5,珂润的洗面奶很适合敏感肌，洗完很干净也不拔干，之前用的都是瓶装的，这次买了替换装，倒进去就可以用了，泡沫很细腻，和瓶装完全没有区别。替换装还更环保，以后就可以用这个啦
2021-11-14 09:30,【人气爆款】保湿滋养乳霜 40g,comment-star star5,类似冰淇淋的质地，很轻薄，容易推开，一抹化水的感觉，抹上脸觉得润润的，不会觉得粘腻，而且保湿效果真的不错，水润润的，肤感我很爱！成分很温和，没有香精！含有甘油、角鲨烷等成分，保湿滋润效果很??！还?抗炎舒缓的成分，皮肤敏感期用它也完全！
2019-10-25 11:24,滋养面霜（明星产品）,comment-star star5,珂润面霜已经不是第一次使用了，真的是秋冬干燥肌肤无限回购的一款，而且敏感肌可以放心使用，去年就用过感觉不错，看到有满减活动果断入手，今年也入手了珂润水乳，京东就是可以送货上门非常方便，经常在京东买东西京东快递员都知道我家住哪里了，每次送都很方便。
2021-06-27 07:32,【精选好物】卸妆啫喱130g,comment-star star5,缷妆乳质量很好包装完好，非常温和，缷得很干净，非常好用，我的是敏感肌，用了这款也不会过敏，滋润度很好，物美价廉性价比高，会回购！
2021-03-24 17:22,洁面泡沫,comment-star star5,姐妹推荐，本**肤敏感，角质层薄，有红血丝，这款很温和，按压方式，出来直接是泡沫，这质量真是太意外了，实物美美哒，触感很好，很推荐哦~物流很快，?产品很快就收到了，比想象中还好，不错不错！希望能耐用
2017-07-12 12:51,滋养面霜（明星产品）,comment-star star5,很好用啊，本人过敏，急救，用克面霜，不过敏，而且不油不腻，很好吸收，使用感很好，嗯已经买了，我评啦，搞活动的时候买很划算。
2021-11-03 19:44,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,买了好多次了，很好用的洗面奶，趁双十一活动屯上两个，非常好用的一款洗面奶，温和不刺激，泡沫细腻，洗的脸很干净，用了很多瓶了
2020-10-20 19:04,滋养面霜（明星产品）,comment-star star5,刚刚收到，还没使用，不知道效果怎么样，第一次购买，销量很高，评论很好，所以就买来试试看。主要是天气凉了，皮肤有些缺水，这个刚刚用了一次，感觉不错，不腻，一点就好，很好吸收，看看后面是否能有改善，还够了个紧致的，还没用，等用过后，再来评论。
2019-10-30 22:48,化妆水2号,comment-star star5,天气太干燥了，一直都想挑选一款好的保湿产品，选了半天，总算是选择了这款！物流非常给力，第二天就到货了，包装小巧结实，没有丝毫的破损，赞一个！产品和介绍的一样，一看就是大牌的品质，迫不及待的打开看了一下，水水的，有一种马上使用的冲动。洗完脸之后脸上干干的，马上使用。非常清爽不油腻，皮肤马上就舒缓下来。完全不用在擦别的护肤品了。至少我是这样的，完全满足补水的需要，再擦就有点腻了。坚持用下去，对皮肤肯定有帮助。
2021-02-01 20:43,滋养面霜（明星产品）,comment-star star5,第二次购买，之前别人推荐这个和HABA油一起用过冬。之前买也是冬天，珂润的这个面霜特别的润，适合干燥的季节。摸完后干净脸都光滑很多，上隔离或粉底也不会出现小干皮的现象。
2021-11-18 13:33,【礼盒限量款】洁面保湿3件套,comment-star star5,这款洗护的化妆品套装还不错，很适合过敏性肌肤使用，味道淡淡的，很好闻保湿效果也很不错，洗面奶是泡沫洁面的，用后不紧绷，价格也很实惠，质量有保证的，很不错的购物体验……
2019-09-04 17:27,化妆水1号,comment-star star3,还可以吧，挺不错的，快递服务不错
2021-07-19 22:17,【人气爆款】保湿柔和乳液120ml,comment-star star5,物流：很快包装： 完好有透明薄膜保护，无开封保湿效果：已经不是第一次用，珂润品牌还是比较好，保湿不腻吸收快，适合想简单护肤又方便的人群，早晚洁面后使用，揭盖挤压方便好控制量
2019-12-15 22:10,保湿乳液（明星产品）,comment-star star5,双11一起买了珂润的面霜，爽肤水，乳液。这都是我第一次购买，用过都感觉不错。珂润的乳液很湿润，保湿效果不错。涂在脸上很快被吸收，一点不粘腻。瓶子是按压型，需要多少按多少，清洁卫生，关键还挺大一瓶，可以用很久。珂润的产品干燥性敏感肌都是特别适用，用完一点都不觉得干，不觉得哪里不适，特别好用！
2020-07-13 21:03,滋养面霜（明星产品）,comment-star star5,珂润面霜上脸超级舒服，推荐啊摸上去脸嫩嫩的，当作护肤产品真不错，上妆也不容易干，质地摸起来非常的舒服，白色的很舒服，脸上抹上的水和乳也是珂润的，真是很不错，很好用，强力推荐，喜欢的小伙伴们可以入手喽喽，笑嘻嘻笑嘻嘻笑嘻嘻?
2021-07-15 08:27,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,这款洗面奶真的很不错，用后不干不腻，感觉很舒服，控油效果很好，男女皆可用，这样很方便的，易涂抹，易吸收，我很喜欢这款洗面奶，用完会继续购买。
2021-07-18 18:19,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,我属于敏感皮肤，用香皂洗脸会出小痘痘，而且脸部感觉很干燥。用完之后感觉泡沫很绵密，味道清新。控油能力很不错，洗完没有紧绷感。果然高端大气上档次低调奢华有内涵。。。。
2021-07-11 11:24,【补充装】保湿洁颜泡沫130ml,comment-star star5,不错不错，替换装很贴心，不用剪刀也能撕开，开口是硬细管，我这种手残党操作也稳稳地不会倒歪?而且，不用每次买泡沫瓶，品牌很有环保意识，必须点赞。多买有优惠的活动也很划算，洁面就锁定你家啦～
2019-11-08 14:02,滋养面霜（明星产品）,comment-star star5,日本珂润（Curel）润浸保湿滋养乳霜，哇。这个真的不错，是朋友推荐购买的、日本的产品真的很不错，真的觉得很好。现在秋天换季使用超级好。保湿持久，不干燥，不过敏，属于一款让人很容易接受的产品！保湿霜的延展性很好，一摸就推开了，敏感肌也可以用的哦！补水，效果也不错！珂润真的很安全，没有任何味道，不刺激，很轻薄，不油腻。看到京东活动，价格实惠，就买了；京东自营物流速度也很快，非常满意！
2019-12-08 22:28,化妆水2号,comment-star star5,第一次买珂润的产品，挺大一瓶化妆水。洗完脸，水轻轻的拍打在脸上，很是清爽，一点不油腻，补水效果很好！配套珂润乳液，珂润洗面奶，珂润面霜，一套一起用感觉挺好。用完下次还会考虑珂润。选择珂润的理由：好用不贵，不挑皮肤！
2021-09-01 07:03,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,我是敏感肌，用过很多种氨基酸洗面奶，芙丽芳丝是我用过最多次的！elta md，purity，玉泽（其实玉泽不错就是洗面奶感觉洗不干净洗了很多遍还是感觉假滑），CEMOY（敏感肌谨慎使用CEMOY，反正我用了几次就有点过敏），现在用了珂润！真的是非常好用！非常适合我的肌肤，而且最重要的是我感觉洗得很干净，也不会紧绷！后悔之前不早点用珂润！真的爱了！现在的水和面霜用完下次也试试珂润的水和乳！好期待！ps京东物流真的没话说，超快
2021-10-15 22:45,【爆款套装】保湿乳霜40g*2,comment-star star5,在北方进入秋季总要适应一段时间，会感觉皮肤特别干燥敏感。买这个牌子也是在网上看到很多人推荐，说是适合敏感肌。入手之后感觉确实不错，味道淡淡的、很补水。敏感肌也没问题。
2021-03-02 18:39,洁面泡沫,comment-star star5,第二次买了，一次买两个，可以用半年多。泡沫很密集，很好挤。用完之后，脸不紧绷，保湿效果不错，好用不贵，会一直使用的，推荐推荐
2021-08-09 20:40,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,很好用很喜欢，用着不错，便给老妈也买了同款。之前再用的是dove多芬家的泡沫洗面奶，都是可以按出泡沫的那种。洗完脸之后不会拔干，脸。还行吧，适用于敏感肌，换季了，总是会脸红红的，便选了这款
2021-08-10 23:03,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,此款洗面奶是听从朋友的，推荐购买的。购买之后感觉实在是太好用啊。排除了其他类型洗面奶的挤牙膏似的体验，按出来的是泡沫洗了，脸上舒爽干净值得推荐，用完还会再买。
2021-11-12 15:08,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,在京东商城精心挑选的日本珂润（Curel）润浸保湿洁颜泡沫 150ml（泡泡慕斯洁面乳温和敏感肌适用深层清洁男女士花王进口）已经收到了，快递很给力送货速度超快而且包装完好没有破损的，这款日本珂润润浸保湿洁颜泡沫 150ml挤出时是细致的泡沫，用它洗脸超舒服的，无论你是干性、油性、还是敏感肤质都可以使用，洗后还特别舒服，一点不会紧绷干燥的，是一款很值得拥有购买的洁面产品哟！
2021-05-20 10:32,洁面泡沫,comment-star star5,对于这款产品的个人使用体验?首先，洗面奶的按压式的，挤出来是泡沫状的，推荐是按压两次的量使用。泡沫呢很细腻，不需要用其他东西起泡了，直接上脸就行了。上脸后不会感觉有什么味道，清洁力也还不错?。洗脸后感觉很清爽，温和不刺激，不管是敏感肌和小油皮都能用，补水保湿哦?其次呢，这款作为一款氨基酸洗面奶，可以安心使用哦?。平时早晚使用，用来洁面是很好的选择！不仅适用于敏感肌，混合类干性油性皮肤都能用的，本人就是小油皮，用着感觉很棒?总结就是！很值得购买，特别是现在有活动！我一次性买了两瓶，很划算哦！
2021-09-05 12:11,【人气爆款】保湿洁颜泡沫150ml,comment-star star5,很喜欢泡沫洗面奶，珂润是一直回购的啦，我是混油皮，用珂润特别舒服，这个洗面奶温和，洗完脸上没有紧绷感，也不会有过敏反应。喜欢！
2020-09-15 12:04,洁面泡沫,comment-star star5,第二次买了，好用，很温和，泡沫细腻，洗的很干净，表示回一直回购的
2021-03-12 18:35,洁面泡沫,comment-star star5,1、泡沫细腻丰富，没有味道，而且洗的干净！2、按压式的设计很喜欢，洗脸的时候很方便。3、价格经济实惠，已经空瓶了好几瓶。
2021-08-20 15:36,【人气爆款】保湿柔和乳液120ml,comment-star star5,已经是回购了。这款洁面乳非常温和，但是清洁力也很赞，洗完感觉很舒服，一点都不紧绷。按压式设计很方便，按压出来的洗面乳是绵密泡沫状，非常好用。
2021-01-05 21:04,3号水（滋润）,comment-star star5,活动时买的超级划算，一直看到广告说这款产品很不错，就试试看，应该适合油皮，很清爽，量很多，按压式的瓶口，使用起来方便，卫生，还算不错吧。
2021-06-29 20:17,【爆款套装】保湿化妆水+面霜,comment-star star5,这是一款花王品牌出品的针对干燥性肌肤的保湿化妆水，本人使用之后发现比较适合自己的皮肤，没有发生过敏症状，很亲肤，味道也不错，满意。
2020-06-30 23:51,滋养面霜（明星产品）,comment-star star5,去年偶然间接触到这款，陪伴了一个冬天，使用效果非常的好，性价比也是相当的高，这次赶上活动，直接囤货，应该是够今年用的了，这款感觉是中性的，应该是适合各种肤质，保湿效果非常的好，控油效果也是很好，适合四季，秋冬季节更好
